,"Composite Leading Index, Monthly",Country,Date,Mainland
8446,99.64532,Luxembourg,1998-09-30,
8447,100.5558,Australia,1995-01-31,
8448,,Finland,1960-03-31,
8449,99.75259,France,1983-05-31,
8450,99.06056,Belgium,1975-09-30,
8451,96.09432,Switzerland,1975-08-31,
8452,,Brazil,1970-01-31,
8453,99.05807,United Kingdom,1962-10-31,
8454,,Finland,1959-08-31,
8455,,Slovenia,1977-01-31,
8456,,Switzerland,1963-09-30,
8457,,Finland,1983-12-31,
8458,99.77331,Italy,1998-11-30,
8459,100.3054,Japan,1961-12-31,
8460,98.68641,Germany,1980-11-30,
8461,102.2534,South Africa,1994-09-30,
8462,95.79628,Turkey,1988-06-30,
8463,99.97016,Australia,2005-12-31,
8464,99.03922,Finland,2002-07-31,
8465,97.99243,Sweden,1992-01-31,
8466,97.48483,Chile,2009-06-30,
8467,100.179,Luxembourg,1988-03-31,
8468,100.9736,Czech Republic,1995-07-31,
8469,100.0479,Australia,2009-12-31,
8470,,People's Republic of China.,1975-05-31,
8471,99.73209,Sweden,1975-10-31,
8472,100.7955,Japan,1976-04-30,
8473,99.38881,Netherlands,2002-02-28,
8474,101.5073,Japan,1989-11-30,
8475,99.0531,Brazil,2013-08-31,
8476,96.94714,Italy,1993-06-30,
8477,,Slovak Republic,1989-06-30,
8478,99.91853,Sweden,2015-06-30,
8479,99.12329,Chile,2008-04-30,
8480,98.15376,Brazil,2003-03-31,
8481,,India,1989-11-30,
8482,,Finland,1960-10-31,
8483,101.6994,Portugal,1998-04-30,
8484,100.6143,Belgium,1995-04-30,
8485,,People's Republic of China.,1965-01-31,
8486,98.37565,Germany,2001-08-31,
8487,100.0664,Greece,1976-07-31,
8488,95.43755,Portugal,2009-03-31,
8489,99.70691,United Kingdom,1963-02-28,
8490,100.2452,Hungary,2011-09-30,
8491,,People's Republic of China.,2013-04-30,100.7683
8492,101.999,Germany,1976-05-31,
8493,,India,1983-11-30,
8494,,People's Republic of China.,1980-11-30,
8495,,Indonesia,1956-05-31,
8496,98.17924,United Kingdom,1958-02-28,
8497,99.23197,Hungary,2013-04-30,
8498,102.1457,Austria,1994-10-31,
8499,,Estonia,1960-10-31,
8500,102.6438,Ireland,1978-07-31,
8501,99.82699,Portugal,1978-11-30,
8502,,Indonesia,1983-08-31,
8503,98.00003,Sweden,2002-01-31,
8504,100.7514,Germany,2008-04-30,
8505,99.90753,South Africa,1984-06-30,
8506,99.32843,Greece,1982-12-31,
8507,98.21351,United Kingdom,1962-05-31,
8508,98.23685,Switzerland,1991-07-31,
8509,,Slovak Republic,1965-11-30,
8510,99.59035,Switzerland,1988-04-30,
8511,,Czech Republic,1959-03-31,
8512,98.22196,India,2003-04-30,
8513,101.0879,Netherlands,1964-07-31,
8514,,Slovenia,1989-04-30,
8515,,India,1979-09-30,
8516,100.2894,France,1975-12-31,
8517,98.21611,Slovenia,2003-05-31,
8518,100.7072,Germany,1976-12-31,
8519,,Portugal,1968-01-31,
8520,98.57497,Spain,1992-12-31,
8521,99.99757,Italy,1981-05-31,
8522,,Slovak Republic,1957-07-31,
8523,101.8101,Poland,1997-05-31,
8524,100.442,Spain,1992-02-29,
8525,100.4569,United States,1979-05-31,
8526,99.88973,Japan,1981-03-31,
8527,103.6828,Finland,1999-12-31,
8528,95.24065,Switzerland,1975-03-31,
8529,,Belgium,1959-06-30,
8530,98.59352,Chile,2009-07-31,
8531,99.69656,Spain,2011-07-31,
8532,,Belgium,1958-04-30,
8533,,Spain,1963-04-30,
8534,102.0441,New Zealand,2006-11-30,
8535,99.28796,Italy,1996-05-31,
8536,,Brazil,1973-11-30,
8537,102.3008,Sweden,2000-05-31,
8538,,Korea,1976-09-30,
8539,103.0714,Finland,1987-11-30,
8540,100.9998,Australia,1979-08-31,
8541,101.4972,Hungary,2011-05-31,
8542,100.6738,Brazil,1995-02-28,
8543,,Luxembourg,1959-01-31,
8544,,Czech Republic,1957-01-31,
8545,96.82992,Indonesia,2008-07-31,
8546,,Portugal,1964-03-31,
8547,,People's Republic of China.,2014-06-30,100.33
8548,100.6405,Australia,2010-07-31,
8549,101.9727,Italy,2011-03-31,
8550,,Russia,1982-01-31,
8551,99.62466,Canada,1992-10-31,
8552,,Estonia,1977-02-28,
8553,98.38774,Russia,2002-06-30,
8554,102.3637,Germany,1994-10-31,
8555,,France,1965-03-31,
8556,99.79292,Australia,1977-01-31,
8557,,Chile,1981-02-28,
8558,,New Zealand,1974-05-31,
8559,101.2287,New Zealand,2004-12-31,
8560,100.8019,Ireland,2015-10-31,
8561,101.2521,Portugal,1989-09-30,
8562,97.26968,Israel,2008-11-30,
8563,101.518,Norway,2006-08-31,
8564,98.87354,Spain,2002-10-31,
8565,100.1689,Canada,1989-03-31,
8566,99.10341,South Africa,1990-10-31,
8567,98.22588,Canada,1970-11-30,
8568,,Estonia,1971-06-30,
8569,98.65536,Japan,1992-01-31,
8570,,Slovenia,1974-08-31,
8571,97.59441,Slovenia,2009-10-31,
8572,,South Africa,1965-10-31,
8573,,Poland,1989-12-31,
8574,102.7582,Greece,2016-02-29,
8575,97.15807,Italy,1965-06-30,
8576,97.94468,Mexico,1986-02-28,
8577,100.5824,Belgium,1978-12-31,
8578,,India,1957-12-31,
8579,,Portugal,1967-08-31,
8580,,Korea,1969-08-31,
8581,,Hungary,1973-06-30,
8582,,India,1989-12-31,
8583,98.22097,Switzerland,1967-09-30,
8584,98.81196,Switzerland,1972-03-31,
8585,100.3564,Italy,1963-12-31,
8586,99.63362,Australia,1974-06-30,
8587,100.8468,Italy,1998-02-28,
8588,99.69712,Norway,1992-02-29,
8589,100.8532,South Africa,1996-04-30,
8590,101.9223,South Africa,1988-03-31,
8591,97.76844,Japan,1965-09-30,
8592,100.5652,France,1976-01-31,
8593,98.59821,Poland,2009-06-30,
8594,101.9656,France,2007-06-30,
8595,101.5936,United Kingdom,2007-06-30,
8596,,People's Republic of China.,1999-11-30,100.0408
8597,98.45047,Poland,1992-08-31,
8598,99.12411,France,1984-11-30,
8599,98.27567,Netherlands,1982-11-30,
8600,100.9907,Germany,1979-12-31,
8601,,Greece,1956-05-31,
8602,97.88857,Sweden,2001-12-31,
8603,100.5194,Canada,1985-10-31,
8604,100.7163,Australia,1984-12-31,
8605,100.3688,Greece,1997-10-31,
8606,102.2177,Ireland,2008-05-31,
8607,99.9051,South Africa,1990-05-31,
8608,102.3359,Switzerland,1969-11-30,
8609,100.4847,Australia,2015-05-31,
8610,100.285,Italy,1986-07-31,
8611,103.6116,Finland,2010-06-30,
8612,,Brazil,1982-08-31,
8613,,Chile,1980-11-30,
8614,101.7024,Portugal,1998-05-31,
8615,100.1878,Denmark,1995-04-30,
8616,98.95506,Spain,2008-11-30,
8617,92.23621,Turkey,1994-03-31,
8618,100.288,Spain,2004-11-30,
8619,,Slovak Republic,1980-07-31,
8620,,Estonia,1962-06-30,
8621,101.2843,Germany,1995-04-30,
8622,98.8583,Czech Republic,2003-11-30,
8623,98.7154,New Zealand,2008-05-31,
8624,100.0551,Portugal,1977-12-31,
8625,99.43169,Czech Republic,1999-06-30,
8626,99.29792,Austria,1977-06-30,
8627,97.84286,Australia,1990-09-30,
8628,102.2658,Switzerland,2000-03-31,
8629,98.54911,Portugal,1992-09-30,
8630,100.2011,Japan,2015-03-31,
8631,101.3727,Greece,2007-02-28,
8632,,Israel,1978-01-31,
8633,,Turkey,1957-09-30,
8634,,Ireland,1974-10-31,
8635,97.48394,Chile,1998-11-30,
8636,,Finland,1980-12-31,
8637,,Spain,1968-12-31,
8638,,Greece,1961-06-30,
8639,,Portugal,1963-11-30,
8640,,Hungary,1985-05-31,
8641,103.3022,Slovak Republic,2007-10-31,
8642,97.13158,Norway,2009-07-31,
8643,94.17829,Czech Republic,2009-05-31,
8644,,Norway,1972-10-31,
8645,,Luxembourg,1966-12-31,
8646,98.69415,Ireland,1993-03-31,
8647,,India,1963-03-31,
8648,,Czech Republic,1970-10-31,
8649,100.8819,Canada,2011-01-31,
8650,99.40878,Germany,1971-01-31,
8651,99.08001,Austria,1988-04-30,
8652,,India,1993-05-31,
8653,,Estonia,1988-08-31,
8654,99.92557,Turkey,2006-07-31,
8655,,Turkey,1956-01-31,
8656,101.3389,Italy,2008-03-31,
8657,99.53107,France,1984-01-31,
8658,100.809,Indonesia,2000-06-30,
8659,,Korea,1982-04-30,
8660,101.5823,Germany,1978-11-30,
8661,100.6991,Portugal,1999-11-30,
8662,98.98481,Poland,2002-06-30,
8663,98.68415,Hungary,2001-07-31,
8664,,Slovenia,1972-07-31,
8665,100.7022,Austria,2008-02-29,
8666,96.98113,Netherlands,1975-07-31,
8667,98.82142,France,1975-08-31,
8668,100.9274,United States,1959-12-31,
8669,,People's Republic of China.,2013-06-30,100.8581
8670,,Brazil,1961-03-31,
8671,99.94095,Portugal,1997-09-30,
8672,98.24411,Ireland,2004-12-31,
8673,,Slovak Republic,1974-01-31,
8674,,Finland,1955-04-30,
8675,,Greece,1957-11-30,
8676,100.6753,France,2008-02-29,
8677,99.57243,Japan,1985-01-31,
8678,,Hungary,1987-05-31,
8679,102.2769,Spain,1989-08-31,
8680,100.3422,Luxembourg,2005-11-30,
8681,102.4868,South Africa,1994-10-31,
8682,,Finland,1984-05-31,
8683,95.7765,Indonesia,1998-02-28,
8684,99.0243,United Kingdom,1980-02-29,
8685,100.4986,Israel,2004-09-30,
8686,,Brazil,1967-12-31,
8687,,Turkey,1978-08-31,
8688,100.278,Brazil,1991-05-31,
8689,,Greece,1958-02-28,
8690,100.2056,France,2015-05-31,
8691,,Hungary,1967-10-31,
8692,100.173,South Africa,2002-08-31,
8693,,Poland,1976-08-31,
8694,,Indonesia,1974-01-31,
8695,,Hungary,1990-05-31,
8696,98.51292,Denmark,1970-12-31,
8697,99.9808,India,2001-04-30,
8698,98.95811,Austria,1992-09-30,
8699,,Slovenia,1961-07-31,
8700,99.72188,Austria,1963-09-30,
8701,89.38756,Turkey,2009-01-31,
8702,100.5324,Norway,2011-05-31,
8703,,People's Republic of China.,1960-12-31,
8704,103.7933,Russia,1993-03-31,
8705,99.30702,Canada,1996-06-30,
8706,99.9856,Sweden,1999-09-30,
8707,102.3557,Luxembourg,2011-03-31,
8708,,Belgium,1955-06-30,
8709,,Brazil,1968-06-30,
8710,,Indonesia,1985-01-31,
8711,102.0284,Brazil,2007-03-31,
8712,100.9922,Poland,1996-10-31,
8713,98.84054,Portugal,2005-07-31,
8714,99.684,United States,2010-04-30,
8715,98.95409,Belgium,2009-09-30,
8716,99.18546,Japan,1984-07-31,
8717,99.45296,Austria,1986-08-31,
8718,101.8291,Spain,2000-01-31,
8719,100.0176,Canada,1999-08-31,
8720,,People's Republic of China.,1969-09-30,
8721,,Slovenia,1964-06-30,
8722,,Finland,1982-01-31,
8723,,Mexico,1971-08-31,
8724,100.7851,Germany,1989-09-30,
8725,,Belgium,1959-10-31,
8726,98.77753,Netherlands,2012-12-31,
8727,,People's Republic of China.,2008-06-30,97.91972
8728,95.36424,Netherlands,2009-05-31,
8729,,Slovenia,1987-08-31,
8730,100.7402,Australia,2007-03-31,
8731,99.56796,Denmark,1989-01-31,
8732,100.1635,Czech Republic,2005-01-31,
8733,98.48563,Denmark,2003-06-30,
8734,,Poland,1981-09-30,
8735,99.88977,France,2004-12-31,
8736,98.19164,Sweden,1996-08-31,
8737,98.98911,Poland,1998-03-31,
8738,,Spain,1967-10-31,
8739,100.4274,Canada,1963-05-31,
8740,99.24206,United Kingdom,2003-03-31,
8741,100.2838,United States,1967-09-30,
8742,,New Zealand,1956-09-30,
8743,98.85543,Germany,2012-11-30,
8744,97.24863,South Africa,1977-08-31,
8745,100.7257,Norway,2005-03-31,
8746,99.33086,Italy,1967-09-30,
8747,100.0258,New Zealand,1988-07-31,
8748,100.4656,Italy,2015-02-28,
8749,,Brazil,1959-08-31,
8750,100.8067,Poland,1995-11-30,
8751,99.49985,New Zealand,2011-03-31,
8752,102.4202,Denmark,1973-05-31,
8753,100.9441,United States,2004-06-30,
8754,100.9615,Switzerland,1985-08-31,
8755,105.7855,Slovak Republic,2008-07-31,
8756,102.1591,United States,1955-11-30,
8757,,People's Republic of China.,1983-12-31,
8758,99.973,Greece,1976-05-31,
8759,,Belgium,1962-09-30,
8760,101.3144,Japan,1995-12-31,
8761,,People's Republic of China.,2009-02-28,94.8503
8762,101.1038,Spain,2014-06-30,
8763,98.07959,Greece,1981-07-31,
8764,99.62704,Italy,1967-06-30,
8765,99.95885,India,1999-01-31,
8766,,Indonesia,1978-01-31,
8767,,India,1979-07-31,
8768,101.452,New Zealand,2004-02-29,
8769,,Brazil,1980-08-31,
8770,100.4879,United States,2013-06-30,
8771,,Estonia,1981-02-28,
8772,101.5363,Mexico,2012-04-30,
8773,,Czech Republic,1962-01-31,
8774,97.25259,Netherlands,1975-08-31,
8775,,India,1990-04-30,
8776,101.5247,Czech Republic,1996-08-31,
8777,98.72305,Ireland,2008-10-31,
8778,,Korea,1978-10-31,
8779,94.50144,Switzerland,2009-03-31,
8780,101.6817,Germany,1972-09-30,
8781,,Chile,1973-02-28,
8782,,Slovak Republic,1961-12-31,
8783,100.9655,Slovenia,2014-08-31,
8784,,Indonesia,1964-07-31,
8785,100.7205,Luxembourg,2004-05-31,
8786,,Brazil,1962-03-31,
8787,,People's Republic of China.,2008-05-31,98.87878
8788,101.253,Austria,1973-08-31,
8789,,Sweden,1967-11-30,
8790,,Indonesia,1981-09-30,
8791,,Greece,1958-06-30,
8792,,Czech Republic,1992-11-30,
8793,,Slovenia,1957-08-31,
8794,98.81144,Mexico,1998-10-31,
8795,,Poland,1989-03-31,
8796,99.95213,Australia,1972-07-31,
8797,,Poland,1970-11-30,
8798,100.8409,Germany,1989-07-31,
8799,105.3319,Slovak Republic,2008-08-31,
8800,100.9018,Ireland,1985-03-31,
8801,98.1283,Italy,1971-04-30,
8802,,Slovak Republic,1981-11-30,
8803,99.07964,Austria,1995-12-31,
8804,,Slovenia,1961-04-30,
8805,,Indonesia,1976-05-31,
8806,99.29274,Switzerland,2015-01-31,
8807,99.56307,Norway,2008-08-31,
8808,100.8656,Italy,1969-12-31,
8809,,Turkey,1959-10-31,
8810,,Brazil,1960-09-30,
8811,99.08792,Italy,1968-05-31,
8812,100.2994,Austria,1985-01-31,
8813,100.1986,Portugal,1994-04-30,
8814,103.4618,Estonia,1997-06-30,
8815,100.426,Italy,1986-12-31,
8816,,Netherlands,1956-03-31,
8817,,Hungary,1972-02-29,
8818,,Indonesia,1979-05-31,
8819,99.95859,Spain,2004-01-31,
8820,101.1103,Canada,1979-05-31,
8821,,Russia,1991-05-31,
8822,,India,1988-09-30,
8823,101.5485,Mexico,1989-02-28,
8824,100.1043,United States,1993-01-31,
8825,98.66537,Korea,2003-03-31,
8826,101.3864,Switzerland,1986-01-31,
8827,99.95044,Belgium,1997-04-30,
8828,99.5463,Austria,1986-07-31,
8829,100.0816,Australia,2012-05-31,
8830,,People's Republic of China.,1995-11-30,100.8334
8831,102.016,Denmark,1973-08-31,
8832,,Brazil,1988-07-31,
8833,102.1624,Finland,2007-07-31,
8834,,Italy,1958-05-31,
8835,,Russia,1977-04-30,
8836,,Czech Republic,1983-10-31,
8837,,Czech Republic,1986-05-31,
8838,99.4669,France,1984-02-29,
8839,103.0944,Germany,1969-05-31,
8840,99.0554,Italy,1978-01-31,
8841,,Russia,1987-07-31,
8842,99.49911,Italy,1992-07-31,
8843,,Slovak Republic,1968-08-31,
8844,,Estonia,1967-03-31,
8845,96.31438,Indonesia,2008-09-30,
8846,98.84652,Denmark,2001-04-30,
8847,101.518,Denmark,1984-08-31,
8848,,Russia,1987-02-28,
8849,97.54119,United Kingdom,1991-03-31,
8850,98.57446,United Kingdom,1971-03-31,
8851,101.1278,Turkey,2013-04-30,
8852,,Israel,1980-08-31,
8853,,Slovenia,1955-06-30,
8854,100.4231,Brazil,2011-08-31,
8855,99.90348,Hungary,1996-11-30,
8856,,Luxembourg,1974-03-31,
8857,100.1356,Austria,2013-08-31,
8858,101.6101,Spain,1999-09-30,
8859,101.7145,Germany,2006-11-30,
8860,99.77082,Australia,1968-02-29,
8861,99.50807,Slovenia,2002-09-30,
8862,,Portugal,1967-11-30,
8863,100.8181,Czech Republic,1997-04-30,
8864,100.1183,Sweden,2011-10-31,
8865,99.57635,Sweden,2010-03-31,
8866,102.3589,Finland,1987-03-31,
8867,,Estonia,1961-10-31,
8868,100.8114,Belgium,1974-01-31,
8869,,Chile,1966-04-30,
8870,100.6794,Brazil,2001-03-31,
8871,99.27269,Greece,1999-04-30,
8872,94.74703,Finland,2008-11-30,
8873,,Turkey,1967-06-30,
8874,101.761,Austria,1989-10-31,
8875,94.11544,Greece,1974-09-30,
8876,,Czech Republic,1960-02-29,
8877,96.60577,Denmark,1980-08-31,
8878,99.56919,Netherlands,1994-01-31,
8879,97.44215,Mexico,1986-03-31,
8880,100.0882,Brazil,1990-12-31,
8881,100.153,Poland,2011-01-31,
8882,101.4298,Japan,2013-11-30,
8883,103.1674,Finland,2010-01-31,
8884,99.51499,France,1992-03-31,
8885,100.7895,Canada,1981-02-28,
8886,,Ireland,1964-12-31,
8887,99.49676,Japan,2012-08-31,
8888,99.82825,Portugal,2001-07-31,
8889,100.1015,Spain,2010-04-30,
8890,,New Zealand,1974-01-31,
8891,97.91195,Denmark,1981-08-31,
8892,,Hungary,1961-08-31,
8893,101.9928,Poland,2006-09-30,
8894,97.78193,Hungary,2001-11-30,
8895,100.6683,Estonia,2014-09-30,
8896,98.35338,United States,2001-03-31,
8897,101.7538,Slovenia,2011-04-30,
8898,97.97832,Denmark,1975-04-30,
8899,97.85829,Norway,1982-05-31,
8900,97.21198,Finland,2001-08-31,
8901,95.85857,Finland,1985-05-31,
8902,,Czech Republic,1955-03-31,
8903,101.4634,United States,2007-11-30,
8904,,Estonia,1976-11-30,
8905,,Finland,1972-05-31,
8906,99.5938,Brazil,2002-03-31,
8907,98.86189,Poland,2009-09-30,
8908,,Luxembourg,1975-08-31,
8909,100.7055,Germany,1995-06-30,
8910,99.6297,Germany,1977-05-31,
8911,,People's Republic of China.,1990-04-30,95.8567
8912,100.0352,Slovak Republic,2015-07-31,
8913,100.1286,Israel,2001-06-30,
8914,,Luxembourg,1962-10-31,
8915,100.862,Greece,2004-05-31,
8916,,South Africa,1961-11-30,
8917,101.3077,Norway,2014-03-31,
8918,98.56393,Ireland,1985-12-31,
8919,99.97482,Germany,1970-05-31,
8920,,Portugal,1973-02-28,
8921,101.6,Austria,1979-05-31,
8922,,Hungary,1980-11-30,
8923,,Hungary,1976-02-29,
8924,98.51636,Belgium,1967-01-31,
8925,101.3541,Turkey,2011-06-30,
8926,,Germany,1957-05-31,
8927,99.55849,United Kingdom,1985-10-31,
8928,,Turkey,1960-08-31,
8929,100.2945,United States,1963-05-31,
8930,,Russia,1987-11-30,
8931,98.44951,Finland,2002-12-31,
8932,,Turkey,1974-04-30,
8933,,Denmark,1959-02-28,
8934,,Mexico,1966-05-31,
8935,100.5982,Canada,1961-06-30,
8936,99.302,Japan,1977-06-30,
8937,,New Zealand,1968-04-30,
8938,100.9561,Turkey,2014-08-31,
8939,,Russia,1970-04-30,
8940,,Hungary,1970-09-30,
8941,101.9382,India,2010-03-31,
8942,,Netherlands,1960-09-30,
8943,98.64236,Canada,1957-06-30,
8944,99.01159,Netherlands,2013-04-30,
8945,,Israel,1968-09-30,
8946,100.5073,France,1981-11-30,
8947,101.2843,United States,1959-10-31,
8948,100.1558,Norway,1995-07-31,
8949,,Chile,1972-07-31,
8950,,France,1963-03-31,
8951,100.7895,Netherlands,1965-01-31,
8952,,Israel,1963-10-31,
8953,,Greece,1963-02-28,
8954,,Czech Republic,1967-03-31,
8955,100.4028,Australia,2002-05-31,
8956,98.68797,Slovenia,2003-03-31,
8957,98.43004,Italy,1977-10-31,
8958,99.70743,Brazil,1990-05-31,
8959,,People's Republic of China.,1962-05-31,
8960,,Norway,1963-07-31,
8961,100.8482,Netherlands,1989-09-30,
8962,103.7214,Italy,1973-07-31,
8963,,Turkey,1955-05-31,
8964,,Poland,1965-12-31,
8965,,Czech Republic,1988-03-31,
8966,101.6418,Switzerland,1999-11-30,
8967,100.2563,Mexico,1990-05-31,
8968,,Finland,1959-11-30,
8969,99.96503,Japan,1982-09-30,
8970,,Slovak Republic,1969-07-31,
8971,,Korea,1968-08-31,
8972,,Korea,1972-10-31,
8973,100.2389,United States,1993-12-31,
8974,,Belgium,1958-10-31,
8975,,People's Republic of China.,1957-06-30,
8976,102.1557,Canada,1987-10-31,
8977,100.6495,United States,1964-05-31,
8978,,Brazil,1958-07-31,
8979,99.83646,Spain,2010-07-31,
8980,100.1367,Luxembourg,2004-12-31,
8981,,Hungary,1987-06-30,
8982,100.8197,Germany,2014-04-30,
8983,99.17017,Italy,1994-03-31,
8984,99.31371,Greece,1983-07-31,
8985,,Australia,1961-10-31,
8986,99.963,South Africa,1994-03-31,
8987,100.3333,Czech Republic,1997-06-30,
8988,,Korea,1980-04-30,
8989,100.3538,United States,1976-01-31,
8990,,Estonia,1993-02-28,
8991,100.1634,Poland,2014-01-31,
8992,,New Zealand,1985-10-31,
8993,97.0394,Canada,1990-11-30,
8994,96.68414,Portugal,2012-03-31,
8995,,Belgium,1961-09-30,
8996,,Sweden,1967-03-31,
8997,,Chile,1957-02-28,
8998,102.2757,Korea,1995-10-31,
8999,,Russia,1978-12-31,
9000,99.88459,Portugal,1992-04-30,
9001,,Slovak Republic,1984-05-31,
9002,98.7999,New Zealand,2008-04-30,
9003,100.6499,Slovenia,1999-10-31,
9004,,Greece,1962-02-28,
9005,,People's Republic of China.,1977-03-31,
9006,98.53749,Poland,2009-04-30,
9007,,Estonia,1975-02-28,
9008,99.97973,Denmark,1989-10-31,
9009,101.6716,Ireland,2001-02-28,
9010,,Sweden,1965-12-31,
9011,100.4616,United Kingdom,1959-08-31,
9012,97.96941,Finland,1990-09-30,
9013,101.8574,United Kingdom,1979-02-28,
9014,99.9931,Switzerland,2012-08-31,
9015,99.92022,Luxembourg,2013-06-30,
9016,,Czech Republic,1966-11-30,
9017,101.4588,Netherlands,1978-11-30,
9018,101.1133,Portugal,1990-01-31,
9019,,Greece,1970-07-31,
9020,101.0121,Australia,1980-05-31,
9021,,Brazil,1966-02-28,
9022,101.3398,Netherlands,1980-02-29,
9023,,Slovak Republic,1976-03-31,
9024,,Estonia,1973-11-30,
9025,,Czech Republic,1981-02-28,
9026,100.4383,United States,2015-03-31,
9027,100.8118,Sweden,1997-06-30,
9028,,Norway,1967-01-31,
9029,101.4347,Canada,1959-06-30,
9030,,Portugal,1958-11-30,
9031,98.11005,France,1993-07-31,
9032,100.7537,Switzerland,1977-12-31,
9033,,Spain,1971-10-31,
9034,100.5411,Austria,2014-04-30,
9035,98.82114,Sweden,1985-06-30,
9036,98.87187,United Kingdom,1967-05-31,
9037,99.69136,Russia,2013-08-31,
9038,100.5472,Belgium,2014-03-31,
9039,,Poland,1955-10-31,
9040,98.54263,Norway,1999-03-31,
9041,101.064,United Kingdom,1994-03-31,
9042,101.545,South Africa,1994-07-31,
9043,,India,1988-04-30,
9044,,Spain,1967-11-30,
9045,99.83765,Finland,2014-09-30,
9046,,Turkey,1969-01-31,
9047,98.57627,Portugal,1985-08-31,
9048,99.57745,Sweden,2014-10-31,
9049,,Luxembourg,1974-11-30,
9050,100.3539,Chile,2012-01-31,
9051,97.71819,Portugal,2013-03-31,
9052,99.98053,France,1983-03-31,
9053,100.4805,Austria,1997-10-31,
9054,100.8461,Greece,1987-11-30,
9055,99.06158,Austria,1981-06-30,
9056,,Israel,1974-06-30,
9057,,Korea,1961-11-30,
9058,,Korea,1983-02-28,
9059,99.97812,Australia,1968-06-30,
9060,98.54804,Slovak Republic,2013-07-31,
9061,99.11919,Greece,1998-12-31,
9062,,Korea,1982-09-30,
9063,100.5913,France,1974-01-31,
9064,99.55601,Czech Republic,2002-02-28,
9065,99.76992,Italy,1999-06-30,
9066,99.04697,Japan,1962-04-30,
9067,101.62,United Kingdom,1978-01-31,
9068,,Austria,1958-08-31,
9069,,Czech Republic,1980-07-31,
9070,99.42853,Hungary,1998-11-30,
9071,97.69458,Japan,1959-01-31,
9072,99.77332,Portugal,2006-01-31,
9073,,India,1978-12-31,
9074,98.2377,Luxembourg,1992-10-31,
9075,101.4142,Spain,1998-12-31,
9076,99.89488,Slovak Republic,1994-12-31,
9077,97.38689,Ireland,2004-05-31,
9078,,Portugal,1969-10-31,
9079,98.60915,Austria,1987-04-30,
9080,,Chile,1969-09-30,
9081,,Chile,1974-05-31,
9082,100.8327,United States,1964-08-31,
9083,,Sweden,1957-01-31,
9084,106.1019,Estonia,1997-11-30,
9085,,Turkey,1963-12-31,
9086,101.1088,Sweden,1970-03-31,
9087,,Ireland,1972-09-30,
9088,99.43813,Switzerland,1999-02-28,
9089,99.75125,Luxembourg,2013-05-31,
9090,,Israel,1964-02-29,
9091,,Czech Republic,1955-07-31,
9092,98.20821,Greece,1981-03-31,
9093,99.66277,Netherlands,1995-10-31,
9094,100.0514,New Zealand,2010-05-31,
9095,,Portugal,1962-04-30,
9096,99.99304,Germany,1974-04-30,
9097,103.1646,Japan,1973-11-30,
9098,,India,1963-09-30,
9099,99.09858,Australia,1995-09-30,
9100,95.97027,United States,1974-11-30,
9101,,Czech Republic,1977-10-31,
9102,99.49456,United Kingdom,1980-01-31,
9103,,Portugal,1973-01-31,
9104,99.12067,Luxembourg,1992-07-31,
9105,,New Zealand,1967-07-31,
9106,99.34348,Slovenia,1996-07-31,
9107,,New Zealand,1966-03-31,
9108,,Sweden,1955-01-31,
9109,,India,1992-04-30,
9110,96.59554,Greece,2012-04-30,
9111,102.1134,Spain,2006-11-30,
9112,,Slovak Republic,1987-06-30,
9113,102.5414,Finland,2011-03-31,
9114,,Korea,1967-08-31,
9115,,Czech Republic,1985-09-30,
9116,100.1935,Germany,1978-06-30,
9117,101.3888,Norway,1997-04-30,
9118,98.9064,Greece,1983-04-30,
9119,99.45137,Norway,2001-12-31,
9120,100.2124,Italy,1972-06-30,
9121,,Slovenia,1959-01-31,
9122,99.76244,India,2015-09-30,
9123,,Spain,1966-11-30,
9124,101.2524,Finland,1997-06-30,
9125,,People's Republic of China.,2007-11-30,102.406
9126,,Korea,1958-12-31,
9127,,India,1981-03-31,
9128,100.7315,Australia,2015-02-28,
9129,98.56475,Poland,2009-05-31,
9130,100.7142,United States,1968-03-31,
9131,101.2616,Japan,1976-07-31,
9132,,Russia,1968-04-30,
9133,,Chile,1968-08-31,
9134,101.0421,Italy,1988-06-30,
9135,99.61315,Luxembourg,2012-05-31,
9136,99.98133,Sweden,2001-02-28,
9137,,Slovak Republic,1989-04-30,
9138,101.9728,Sweden,1979-07-31,
9139,,Indonesia,1964-11-30,
9140,100.7283,Switzerland,1978-01-31,
9141,100.2088,Mexico,2004-09-30,
9142,101.1516,Poland,1996-08-31,
9143,,Mexico,1979-02-28,
9144,,Portugal,1960-05-31,
9145,,Slovak Republic,1979-08-31,
9146,,People's Republic of China.,2000-01-31,100.0386
9147,100.2602,Mexico,2003-07-31,
9148,,Luxembourg,1980-08-31,
9149,99.43961,Brazil,1990-01-31,
9150,99.32608,India,2006-03-31,
9151,,Luxembourg,1985-05-31,
9152,,Austria,1957-11-30,
9153,,India,1978-07-31,
9154,100.0956,Israel,2015-01-31,
9155,100.785,Finland,1998-02-28,
9156,101.9185,Luxembourg,2011-05-31,
9157,100.8874,Czech Republic,1995-06-30,
9158,96.17452,Estonia,1998-07-31,
9159,,Brazil,1985-10-31,
9160,,Slovenia,1979-07-31,
9161,,Slovenia,1969-05-31,
9162,,Austria,1962-01-31,
9163,98.97153,Sweden,1982-05-31,
9164,99.38789,Mexico,1993-04-30,
